time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
5,350000;0,5786;0,0995;0,0493;0,589
5,359000;0,5205;0,0901;0,0309;0,529
5,372000;0,5208;0,0870;0,0330;0,529
5,382000;0,3131;0,1621;0,0479;0,356
5,430000;0,3140;0,1566;0,0521;0,355
5,432000;0,2326;0,3056;0,1161;0,401
5,433000;0,0667;0,4064;0,1462;0,437
5,434000;-0,1024;0,3847;0,2668;0,479
5,436000;-0,0932;0,3776;0,2811;0,480
5,442000;-0,2870;0,3198;0,4425;0,617
5,449000;-0,2454;0,3438;0,5337;0,681
5,460000;-0,1004;0,3705;0,4971;0,628
5,485000;-0,0591;0,3645;0,5469;0,660
5,487000;0,1220;0,2996;0,3951;0,511
5,521000;0,1936;0,0807;0,2731;0,344
5,522000;0,2236;-0,0189;0,2221;0,316
5,524000;0,2059;-0,1338;0,1896;0,310
5,524000;0,0509;-0,2675;0,2006;0,338
5,529000;-0,1283;-0,2308;0,1840;0,322
5,540000;-0,3012;-0,0111;0,2460;0,389
5,551000;-0,2329;0,1821;0,1863;0,349
5,562000;-0,0136;0,3142;0,1063;0,332
5,571000;0,1311;0,3900;0,0177;0,412
5,600000;0,1390;0,3842;0,0986;0,420
5,601000;-0,0378;0,2597;0,1913;0,325
5,602000;0,0432;0,2968;0,2850;0,414
5,611000;-0,4729;0,5232;0,2160;0,738
5,620000;-0,4962;0,7098;0,2395;0,899
5,629000;-0,4828;1,0312;0,3571;1,193
5,641000;-0,3942;1,0744;0,4757;1,239
5,649000;-0,3376;1,4389;0,7457;1,655
5,660000;0,1074;1,2275;0,7225;1,428
5,671000;0,6383;0,8279;0,1345;1,054
5,680000;0,8158;0,6224;-0,3662;1,089
5,689000;0,8632;0,6302;-0,2787;1,105
5,716000;0,6952;0,4988;-1,4285;1,665
5,718000;0,2828;0,6945;-1,6870;1,846
5,720000;0,3546;0,7443;-1,5723;1,775
5,731000;-0,5410;1,1562;-1,3669;1,870
5,739000;-0,5999;1,2448;-0,9990;1,705
5,749000;-0,2496;1,0908;-0,7210;1,331
5,760000;0,4401;0,8585;-0,7530;1,224
5,769000;0,9005;0,6726;-0,8521;1,410
5,780000;1,0753;0,2826;-0,9843;1,485
5,796000;0,9269;-0,4755;-1,0999;1,515
5,805000;0,9154;-1,0670;-1,1780;1,834
5,833000;0,9861;-1,6737;-1,3424;2,361
5,836000;0,9789;-2,1905;-1,4983;2,829
5,837000;1,1552;-2,6308;-1,5209;3,251
5,842000;0,9063;-2,6461;-1,1123;3,010
5,852000;-0,0322;-2,1126;-0,7304;2,235
5,866000;-0,5130;-1,8244;-0,5020;1,961
5,872000;-0,5273;-1,6219;-0,2360;1,722
5,899000;-0,3163;-1,6301;0,0129;1,661
5,902000;0,0508;-1,9073;0,0661;1,909
5,903000;0,5233;-2,2504;-0,0591;2,311
5,912000;0,9162;-2,3053;-0,2538;2,494
5,921000;1,0065;-2,2347;-0,3346;2,474
5,930000;1,1007;-2,2285;-0,5646;2,549
5,940000;1,1075;-2,1825;-0,5767;2,514
5,949000;1,1169;-2,3254;-1,2306;2,858
5,961000;1,1349;-2,2653;-1,2143;2,810
5,975000;1,0864;-2,3196;-1,4226;2,930
5,989000;2,6081;-2,4466;6,6974;7,592
5,992000;2,9596;-0,7652;4,3538;5,320
6,000000;2,4633;0,4788;0,4482;2,549
6,011000;2,4994;0,5305;0,5447;2,612
6,039000;-2,9904;0,4777;0,6083;3,089
6,040000;-2,9773;0,5343;0,6224;3,088
6,042000;-1,6959;-1,7456;-0,7686;2,552
6,050000;-0,9660;-1,8710;-2,3166;3,131
6,060000;-0,7638;-1,9706;-2,3783;3,182
6,070000;-0,2848;-1,3077;-0,6053;1,469
6,080000;0,3630;-0,5552;0,9056;1,123
6,091000;0,3670;-0,4891;0,8886;1,079
6,101000;0,6068;0,0179;1,7229;1,827
6,142000;0,0810;0,2913;1,8076;1,833
6,145000;0,0152;0,5924;1,9054;1,995
6,147000;0,5796;0,8113;2,1732;2,391
6,148000;0,5786;0,8499;2,1559;2,388
6,151000;1,5845;0,9128;1,5114;2,372
6,162000;1,5771;0,9520;1,4734;2,359
6,170000;0,8166;0,4916;1,0415;1,412
6,181000;0,4074;0,1941;0,2517;0,517
6,190000;-0,4578;-0,0434;0,0505;0,463
6,200000;-0,6622;-0,1191;-0,9575;1,170
6,235000;-0,8566;-0,2194;-1,3233;1,592
6,237000;-0,1514;-0,4930;-1,4109;1,502
6,238000;-1,1911;0,2051;-0,6635;1,379
6,241000;-0,9135;0,6318;-0,5797;1,253
6,250000;0,0241;0,5664;-0,6666;0,875
6,262000;0,4014;0,6609;-0,1708;0,792
6,272000;0,5186;0,8298;-0,2714;1,015
6,281000;1,0376;0,7657;0,0293;1,290
6,290000;2,8448;-0,0359;1,0847;3,045
6,302000;-0,0377;-0,0310;0,5107;0,513
6,310000;-1,6425;-0,0625;0,5752;1,741
6,330000;-2,3285;-0,1315;-0,3069;2,352
6,333000;-1,7717;-0,2604;-1,6416;2,429
6,341000;-1,2801;-0,2718;-2,1158;2,488
6,350000;-1,0370;-0,1525;-2,4920;2,703
6,360000;-0,8631;-0,0831;-2,2694;2,429
6,370000;-0,6803;-0,2527;-1,5352;1,698
6,383000;-0,6735;-0,2420;-1,5161;1,677
6,392000;-0,4105;-0,6516;0,2293;0,804
6,420000;-0,0609;-0,6717;0,6333;0,925
6,422000;0,1878;-0,8273;1,3146;1,565
6,423000;0,3129;-0,8641;1,1092;1,440
6,432000;0,3347;-0,8670;1,1780;1,500
6,440000;0,2745;-1,1223;0,1013;1,160
6,452000;0,1250;-0,9243;-0,1262;0,941
6,460000;0,3162;-1,2151;0,8152;1,497
6,475000;0,3325;-1,2179;0,8725;1,535
6,488000;1,2097;-1,7003;2,6149;3,345
6,493000;1,2806;-1,5016;2,3461;3,066
6,530000;1,2793;-1,4967;2,3408;3,059
6,531000;1,0716;-1,2120;1,7428;2,378
6,532000;0,2881;-0,7455;-1,8246;1,992
6,533000;0,2918;-0,7306;-1,8129;1,976
6,540000;-1,4274;0,2499;-1,7682;2,286
6,550000;-1,1343;0,5300;-0,8772;1,529
6,560000;-0,8985;0,6006;-0,1133;1,087
6,571000;-0,3943;0,9451;-0,1989;1,043
6,587000;0,2329;0,8039;-0,3799;0,919
6,591000;0,4136;0,3294;-0,6078;0,806
6,641000;1,0078;0,2015;-0,6180;1,199
6,643000;0,2090;-0,2360;-0,3398;0,464
6,644000;-0,2114;-0,2668;0,0975;0,354
6,645000;-0,2084;-0,2700;0,1097;0,358
6,646000;-0,1993;-0,1953;0,1538;0,319
6,651000;0,0057;-0,0658;-0,1316;0,147
6,661000;0,3451;-0,0094;-0,9195;0,982
6,670000;0,3475;-0,0044;-0,9105;0,975
6,685000;0,6810;-0,0529;-1,0098;1,219
6,692000;0,7180;0,0660;-0,6319;0,959
6,730000;0,7214;0,0910;-0,6212;0,956
6,732000;0,5834;0,1698;-0,3790;0,716
6,733000;-0,6038;0,1722;-1,1634;1,322
6,734000;-0,7325;-0,3980;-0,7008;1,089
6,740000;-0,5516;-0,4297;0,5196;0,871
6,752000;-0,1663;-0,1274;0,5948;0,631
6,761000;0,2450;0,1385;0,1710;0,329
6,771000;0,3721;0,2534;0,0812;0,457
6,787000;0,3731;0,2515;0,0855;0,458
6,792000;0,3557;0,2895;0,1286;0,476
6,832000;0,3272;0,3431;-0,0760;0,480
6,834000;0,3297;0,3402;-0,0653;0,478
6,834000;-0,1442;0,1248;-0,3803;0,425
6,835000;-0,2302;-0,0964;-0,5774;0,629
6,840000;-0,3809;-0,1037;-0,6265;0,740
6,850000;-0,3091;-0,0459;-0,3750;0,488
6,860000;-0,1825;-0,0709;-0,1581;0,252
6,871000;-0,0896;0,0526;-0,2055;0,230
6,886000;-0,1814;0,1988;-0,2803;0,389
6,890000;-0,1852;0,7676;-0,4459;0,907
6,931000;-0,1846;0,7638;-0,4430;0,902
6,932000;0,6353;0,4179;0,2239;0,793
6,933000;-0,1257;0,2308;-0,2858;0,388
6,934000;-0,1333;0,2303;-0,3175;0,414
6,940000;-0,2241;-0,0475;-0,3873;0,450
6,951000;-0,0047;-0,0319;-0,2936;0,295
6,960000;0,1486;0,2453;-0,0886;0,300
6,970000;0,5343;0,1110;0,1727;0,572
6,994000;0,8638;-0,4354;0,1358;0,977
7,004000;0,8758;-0,0605;-0,2876;0,924
7,032000;0,9587;-0,0229;-0,2159;0,983
7,034000;0,9480;-0,0460;-0,2554;0,983
7,035000;0,5808;-0,1136;-0,0313;0,593
7,037000;0,0161;-0,1371;-0,1601;0,211
7,040000;0,0428;-0,0523;-0,2107;0,221
7,052000;0,4714;0,1912;-0,0821;0,515
7,060000;0,7779;0,2686;0,1190;0,832
7,070000;0,7747;0,4683;0,5431;1,056
7,080000;0,7709;0,4773;0,5284;1,049
7,091000;0,4832;0,4549;0,4925;0,826
7,126000;0,1335;0,3016;0,3814;0,504
7,128000;-0,0516;0,1051;-0,0153;0,118
7,128000;-0,0546;0,0999;-0,0252;0,117
7,133000;0,0329;0,2300;-0,3439;0,415
7,139000;-0,0859;0,1460;-0,4350;0,467
7,150000;-0,4878;0,1508;-0,2903;0,587
7,160000;-0,7639;0,1041;0,3413;0,843
7,171000;-0,4441;0,3839;1,2557;1,386
7,181000;-0,4703;0,3476;1,1775;1,315
7,190000;0,1315;0,1728;0,6865;0,720
7,230000;0,1056;0,1269;0,6162;0,638
7,233000;1,0879;-0,2916;-0,6104;1,281
7,234000;1,0673;-0,3337;-0,6620;1,300
7,236000;2,4229;-0,5982;-0,7395;2,603
7,240000;1,3102;-0,2481;-0,2453;1,356
7,251000;1,2904;-0,2669;-0,2954;1,350
7,260000;1,4885;-0,5729;-0,0210;1,595
7,270000;1,0905;-0,3298;-0,8608;1,428
7,280000;0,9280;-0,3302;-1,5239;1,815
7,292000;1,0157;-0,5726;-2,0952;2,398
7,330000;1,2186;-0,6860;-2,0851;2,511
7,332000;0,9376;-0,5755;-1,8076;2,116
7,334000;0,7072;-0,4105;-1,6871;1,875
7,334000;0,6015;-0,4161;-1,5522;1,716
7,340000;0,6364;-0,4610;-1,8047;1,968
7,352000;0,4692;-0,3290;-2,2892;2,360
7,360000;0,2162;-0,3438;-2,3011;2,337
7,370000;-0,1222;-0,4312;-2,2328;2,277
7,381000;-0,0972;-0,4120;-2,1719;2,213
7,391000;-1,0651;0,0412;-2,3650;2,594
7,447000;-2,1866;-0,2195;-1,5526;2,691
7,456000;-2,1619;-0,1820;-1,4917;2,633
7,457000;-2,5247;-0,1702;0,0592;2,531
7,459000;-3,0680;-0,2181;1,1220;3,274
7,460000;-3,1489;0,0907;5,5011;6,339
7,461000;-1,6808;0,3001;3,9396;4,294
7,463000;-1,1715;0,6975;0,7733;1,567
7,477000;-0,5752;0,2227;-0,2774;0,676
7,482000;-0,5582;0,2172;-0,2148;0,636
7,494000;-0,3867;-0,0968;0,4194;0,579
7,527000;-0,2469;-0,2374;0,6058;0,696
7,528000;-0,0577;-0,2851;-0,2601;0,390
7,529000;0,2007;-0,2653;-0,3431;0,478
7,531000;0,6213;-0,1211;0,1253;0,645
7,539000;0,6200;-0,1093;0,1178;0,640
7,549000;0,2228;0,3083;0,3030;0,486
7,560000;0,2842;0,3160;0,2809;0,509
7,574000;0,1716;0,3302;0,3322;0,499
7,581000;0,1273;0,2714;0,3241;0,442
7,627000;0,0054;0,1036;0,4173;0,430
7,629000;-0,0565;0,0386;0,3946;0,400
7,630000;-0,0758;0,0113;0,3083;0,318
7,631000;-0,1942;0,0036;0,0157;0,195
7,632000;-0,1906;-0,0041;0,0315;0,193
7,641000;-0,2227;-0,1375;-0,4787;0,546
7,653000;-0,1165;-0,1235;-0,1844;0,251
7,661000;-0,1138;-0,1267;-0,1732;0,243
7,671000;0,0224;0,0269;-0,2791;0,281
7,681000;0,0244;0,0260;-0,2707;0,273
7,691000;0,0743;-0,0033;-0,0108;0,075
7,738000;-0,0388;-0,2007;-0,0560;0,212
7,740000;0,1204;-0,2347;-0,0003;0,264
7,741000;0,5180;0,0631;-0,0417;0,523
7,742000;0,1509;0,0128;-0,5585;0,579
7,743000;0,1517;0,0124;-0,5553;0,576
7,752000;0,1045;-0,0390;-0,2583;0,281
7,761000;0,1828;-0,1141;-0,0794;0,230
7,773000;-0,0512;-0,0605;0,0162;0,081
7,782000;-0,0069;-0,0032;-0,1091;0,109
7,791000;0,0455;0,0750;-0,4074;0,417
7,844000;0,7609;0,0419;-0,0143;0,762
7,847000;0,9681;-0,0261;-0,2253;0,994
7,847000;-0,0999;0,0558;-0,8425;0,850
7,848000;-0,5663;0,0627;-0,9814;1,135
7,849000;-0,5598;0,0770;-0,5761;0,807
7,853000;-0,6885;0,1527;-0,2103;0,736
7,861000;-0,4762;0,1206;0,4447;0,663
7,871000;-0,2321;0,1500;0,5643;0,628
7,881000;0,1035;0,1964;0,1524;0,269
7,894000;0,1898;0,1888;-0,0950;0,284
7,951000;0,2599;0,1960;-0,1322;0,351
7,953000;0,3307;0,1980;0,0205;0,386
7,954000;0,3158;0,2508;-0,2297;0,464
7,955000;0,2248;0,1635;-0,1568;0,319
7,956000;0,0940;0,0593;-0,1243;0,167
7,957000;0,0954;0,0598;-0,1186;0,164
7,962000;0,0364;0,0302;0,0713;0,086
7,971000;0,1946;0,0942;0,0549;0,223
7,982000;0,1491;0,0118;0,0305;0,153
7,996000;0,1488;0,0144;0,0286;0,152
8,001000;0,0552;-0,0977;-0,0447;0,121
8,049000;0,1004;-0,2075;-0,0294;0,232
8,051000;0,2674;-0,2457;-0,1007;0,377
8,054000;0,3480;-0,0498;-0,0071;0,352
8,055000;0,4569;0,1297;0,0446;0,477
8,055000;0,3260;0,2796;0,0908;0,439
8,060000;0,3254;0,2726;0,0900;0,434
8,073000;-0,1428;0,3871;0,1099;0,427
8,081000;-0,2238;0,3165;0,1367;0,411
8,095000;-0,3209;0,2042;0,2043;0,432
8,152000;-0,3172;0,2045;0,2192;0,436
8,154000;-0,3381;-0,0395;0,1212;0,361
8,155000;-0,3623;-0,2388;-0,0408;0,436
8,156000;-0,2700;-0,3302;-0,2471;0,493
8,157000;-0,1634;-0,4926;-0,3719;0,638
8,158000;-0,0786;-0,4385;-0,2969;0,535
8,161000;0,0642;-0,3258;-0,0881;0,344
8,174000;0,2702;-0,1495;0,1844;0,360
8,181000;0,3131;-0,0784;0,3550;0,480
8,193000;0,3772;0,0546;0,1697;0,417
8,201000;0,3535;0,0950;0,1164;0,384
8,232000;0,3208;0,0764;0,0033;0,330
8,234000;0,3198;0,0823;-0,0020;0,330
8,235000;0,2063;0,2905;-0,1006;0,370
8,242000;-0,1760;-0,1199;-0,1911;0,286
8,254000;-0,2110;-0,2191;0,1728;0,350
8,261000;-0,1203;-0,2385;0,0600;0,274
8,270000;-0,1221;-0,2332;0,0513;0,268
8,281000;0,0310;-0,1865;-0,0153;0,190
8,318000;0,1211;-0,1163;0,0160;0,169
8,320000;0,1606;-0,0120;0,0769;0,178
8,321000;0,2170;0,0899;0,0703;0,245
8,325000;0,2142;0,0893;0,0592;0,239
8,330000;0,2697;0,1309;-0,0030;0,300
8,341000;0,2379;0,0751;0,0017;0,250
8,350000;0,2024;-0,0565;-0,0352;0,213
8,360000;0,2032;-0,0556;-0,0321;0,213
8,376000;0,0369;-0,1811;-0,0945;0,208
8,385000;-0,0625;-0,1601;-0,1213;0,210
8,435000;-0,0781;-0,1583;-0,0815;0,194
8,437000;-0,0512;-0,1086;-0,0483;0,129
8,438000;-0,0199;-0,1068;-0,0074;0,109
8,439000;-0,0203;-0,1052;-0,0093;0,108
8,440000;0,0219;-0,0423;-0,0151;0,050
8,442000;0,0160;-0,0549;-0,0100;0,058
8,451000;0,0146;-0,0562;-0,0153;0,060
8,461000;0,0751;-0,0909;0,0643;0,134
8,478000;0,0735;-0,0920;0,0582;0,131
8,481000;0,1322;-0,1524;-0,0180;0,203
8,522000;0,0596;-0,1473;-0,1288;0,205
8,524000;0,0594;-0,1463;-0,1299;0,204
8,526000;0,0085;-0,1616;-0,0988;0,190
8,526000;0,0769;-0,0952;-0,0197;0,124
8,531000;0,0755;-0,0939;-0,0251;0,123
8,541000;0,1123;-0,0329;-0,0028;0,117
8,552000;0,0578;0,0235;-0,0625;0,088
8,561000;0,0637;-0,0090;-0,0486;0,081
8,571000;0,0508;-0,0085;-0,0882;0,102
8,581000;0,0450;-0,0731;-0,0969;0,129
8,621000;0,0775;-0,1684;-0,0505;0,192
8,623000;0,0624;-0,2512;-0,0680;0,268
8,625000;0,1285;-0,3425;0,0958;0,378
8,625000;0,1103;-0,2178;-0,0683;0,254
8,631000;0,1895;-0,0742;-0,1085;0,231
8,641000;0,2153;0,0892;0,0479;0,238
8,651000;0,2602;0,1868;0,1327;0,347
8,662000;0,2435;0,2263;0,1673;0,372
8,677000;0,2086;0,2043;0,0687;0,300
8,682000;0,1671;0,1380;-0,0039;0,217
8,720000;0,1068;0,0648;-0,1661;0,208
8,723000;0,0805;-0,0727;-0,2070;0,234
8,724000;0,0807;-0,0712;-0,2066;0,233
8,725000;0,0282;-0,1579;-0,1559;0,224
8,733000;-0,0387;-0,1847;0,0670;0,200
8,743000;-0,0077;-0,1488;-0,0034;0,149
8,752000;0,0446;-0,0964;0,0212;0,108
8,762000;0,0655;-0,0992;-0,0104;0,119
8,781000;0,0911;-0,0348;0,0223;0,100
8,786000;0,1191;0,0077;0,0216;0,121
8,833000;0,1375;-0,0197;0,0664;0,154
8,835000;0,1367;-0,0187;0,0632;0,152
8,836000;0,0975;-0,0175;0,0958;0,138
8,837000;0,1085;0,0100;0,0919;0,143
8,838000;0,0644;-0,0345;0,0786;0,107
8,845000;0,0755;-0,0623;-0,0065;0,098
8,854000;0,0624;-0,0781;0,0179;0,102
8,863000;0,0611;-0,0767;0,0132;0,099
8,882000;0,0553;-0,0949;0,0188;0,111
8,884000;0,0829;-0,0864;0,0262;0,123
8,937000;0,1292;-0,0489;0,0061;0,138
8,938000;0,1636;-0,0115;0,0480;0,171
8,940000;0,1619;-0,0108;0,0418;0,168
8,941000;0,1580;0,0299;0,0840;0,181
8,942000;0,0824;0,0700;0,0866;0,138
8,943000;0,0885;0,1025;0,0733;0,154
8,952000;0,1259;0,0874;0,0605;0,165
8,964000;0,1250;0,0865;0,0574;0,163
8,985000;0,1242;0,0902;0,0237;0,155
8,987000;0,1284;0,0503;-0,0335;0,142
9,029000;0,0822;-0,0237;-0,0881;0,123
9,031000;0,0529;-0,0254;-0,0468;0,075
9,032000;0,0809;-0,0335;-0,0564;0,104
9,033000;0,1041;0,0014;-0,0876;0,136
9,036000;0,1106;0,0006;-0,0994;0,149
9,044000;0,1269;0,0283;-0,0819;0,154
9,052000;0,1122;0,0227;-0,0254;0,117
9,062000;0,1121;0,0224;-0,0255;0,117
9,072000;0,0380;0,0388;0,0109;0,055
9,083000;0,0357;0,0213;0,0112;0,043
9,122000;0,0357;0,0208;0,0115;0,043
9,124000;0,0549;0,0035;-0,0195;0,058
9,125000;0,0811;-0,0281;-0,0079;0,086
9,126000;0,0737;-0,0095;-0,0229;0,078
9,131000;0,0855;-0,0176;-0,0331;0,093
9,143000;0,1354;-0,0087;-0,0390;0,141
9,154000;0,1377;-0,0089;-0,0323;0,142
9,163000;0,1879;-0,0044;-0,0253;0,190
9,172000;0,1494;0,0052;-0,0188;0,151
9,183000;0,1708;-0,0282;-0,0337;0,176
9,224000;0,1276;0,0072;0,0235;0,130
9,226000;0,1034;0,0189;-0,0227;0,108
9,227000;0,1058;-0,0197;-0,0418;0,115
9,228000;0,1083;-0,0314;-0,0248;0,115
9,232000;0,1156;-0,0210;-0,0507;0,128
9,243000;0,1159;-0,0201;-0,0501;0,128
9,252000;0,0898;-0,0291;-0,0540;0,109
9,263000;0,0973;-0,0148;-0,0503;0,111
9,281000;0,0855;0,0280;-0,0592;0,108
9,286000;0,0879;0,0558;-0,0566;0,119
9,325000;0,1001;0,0473;-0,1157;0,160
9,327000;0,0956;0,0798;-0,1573;0,201
9,328000;0,1319;0,0454;-0,1821;0,229
9,329000;0,1849;0,0449;-0,1881;0,268
9,334000;0,1972;0,0370;-0,1293;0,239
9,343000;0,1832;0,0382;-0,0921;0,209
9,351000;0,0997;0,1035;-0,0450;0,151
9,363000;0,0477;0,0995;0,0559;0,124
9,372000;0,0056;0,1013;0,0980;0,141
9,382000;-0,0337;0,0733;0,0837;0,116
9,433000;-0,0489;-0,0429;0,0723;0,097
9,435000;-0,0857;-0,0917;-0,0015;0,126
9,436000;-0,1276;-0,1509;-0,0380;0,201
9,437000;-0,0981;-0,1718;-0,0306;0,200
9,437000;-0,0669;-0,1758;-0,0137;0,189
9,444000;-0,0120;-0,1366;-0,0243;0,139
9,454000;0,0782;-0,1166;-0,0629;0,154
9,463000;0,1394;-0,0708;-0,0190;0,157
9,472000;0,1886;-0,0442;-0,0707;0,206
9,499000;0,1877;-0,0442;-0,0740;0,207
9,501000;0,2063;-0,0321;-0,0044;0,209
9,505000;0,2155;0,0041;-0,0298;0,218
9,539000;0,1723;-0,0053;-0,0061;0,172
9,540000;0,1342;-0,0294;-0,0150;0,138
9,541000;0,0482;-0,0535;0,0004;0,072
9,550000;0,0223;-0,0485;-0,0296;0,061
9,552000;0,0275;-0,0721;-0,0424;0,088
9,563000;0,0518;-0,1047;-0,0270;0,120
9,575000;0,0591;-0,1085;-0,0674;0,141
9,584000;0,0828;-0,0864;-0,1065;0,160
9,625000;0,1039;-0,0477;-0,1300;0,173
9,626000;0,1392;-0,0237;-0,1202;0,185
9,627000;0,1291;-0,0239;-0,0503;0,141
9,628000;0,0951;0,0312;-0,0496;0,112
9,635000;0,0829;-0,0160;-0,0264;0,088
9,644000;0,0685;-0,0769;0,0020;0,103
9,652000;0,0591;-0,0919;0,0141;0,110
9,665000;0,0593;-0,0901;0,0145;0,109
9,673000;0,0163;-0,1315;0,0192;0,134
9,685000;0,0163;-0,1304;0,0190;0,133
9,716000;0,5092;0,0887;-3,6981;3,734
9,716000;0,6919;-1,0996;2,9129;3,189
9,717000;-0,0638;-0,2582;-1,3727;1,398
9,724000;-0,4509;-1,0741;-0,0971;1,169
9,733000;-1,1241;-0,4082;1,2323;1,717
9,748000;-0,2722;-0,2102;1,9477;1,978
9,760000;-0,2777;-0,1797;1,9210;1,949
9,777000;0,1483;0,1070;0,8300;0,850
9,778000;0,6272;1,5000;-0,1981;1,638
9,807000;0,8569;0,4556;0,0163;0,971
9,808000;0,2211;-0,1663;-0,1274;0,305
9,809000;-0,0508;-0,4872;-0,7249;0,875
9,831000;-0,0506;-0,4904;-0,7237;0,876
9,831000;0,0616;-0,4091;-0,7283;0,838
9,834000;0,2164;-0,1149;-0,3684;0,442
9,857000;0,2491;0,1735;-0,0592;0,309
9,858000;0,1960;0,3378;0,1454;0,417
9,882000;0,0979;0,3322;0,1282;0,369
9,884000;0,0242;0,2399;0,0598;0,248
9,885000;0,0248;0,2449;0,0612;0,254
9,895000;-0,0347;0,0161;-0,0027;0,038
9,905000;-0,0158;-0,0735;0,0441;0,087
9,916000;-0,0119;-0,1139;0,0791;0,139
9,925000;0,0250;-0,1071;0,0672;0,129
9,953000;0,0761;-0,0718;0,0711;0,126
9,955000;0,1152;-0,0675;0,0176;0,135
9,956000;0,0970;-0,0129;0,0248;0,101
9,964000;0,1271;0,0366;0,0045;0,132
9,974000;0,1693;0,0857;-0,0344;0,193
9,986000;0,1805;0,0747;-0,0466;0,201
10,027000;0,1678;0,0588;-0,0609;0,188
10,028000;0,1433;0,0408;-0,0434;0,155
10,029000;0,1407;0,0179;-0,1037;0,176
10,029000;0,1266;-0,0168;-0,0669;0,144
10,034000;0,1269;-0,0181;-0,0656;0,144
10,044000;0,0793;0,0413;-0,0214;0,092
10,056000;0,0700;-0,0045;-0,0013;0,070
10,065000;0,0629;-0,0048;-0,0200;0,066
10,074000;0,0821;-0,0151;0,0017;0,083
10,085000;0,0843;-0,0234;-0,0131;0,088
10,094000;0,0745;-0,0534;-0,0399;0,100
10,124000;0,0936;-0,0959;-0,0518;0,144
10,125000;0,0553;-0,0447;-0,0446;0,084
10,126000;0,1007;-0,0433;-0,0637;0,127
10,134000;0,0936;-0,0226;-0,0707;0,119
10,144000;0,1224;-0,0141;-0,0868;0,151
10,153000;0,1371;-0,0222;-0,0783;0,159
10,164000;0,1255;-0,0279;-0,0482;0,137
10,176000;0,1163;-0,0020;-0,0133;0,117
10,185000;0,1168;-0,0024;-0,0113;0,117
10,194000;0,1149;0,0117;-0,0194;0,117
10,230000;0,1151;0,0112;-0,0187;0,117
10,231000;0,0888;0,0131;-0,0112;0,090
10,232000;0,1174;0,0339;-0,0259;0,125
10,237000;0,1244;0,0499;0,0143;0,135
10,246000;0,1458;0,0418;0,0186;0,153
10,254000;0,1361;0,0238;0,0187;0,139
10,265000;0,1075;0,0300;-0,0072;0,112
10,274000;0,1148;0,0199;0,0172;0,118
10,285000;0,0718;0,0123;-0,0182;0,075
10,334000;0,0551;-0,0240;-0,0107;0,061
10,336000;0,0552;-0,0247;-0,0104;0,061
10,337000;0,0407;-0,0299;0,0205;0,055
10,337000;0,0405;-0,0303;0,0198;0,054
10,338000;0,0595;-0,0119;0,0240;0,065
10,344000;0,0593;-0,0128;0,0235;0,065
10,356000;0,0664;-0,0090;-0,0244;0,071
10,365000;0,0664;-0,0104;-0,0242;0,071
10,374000;0,0375;-0,0165;-0,0365;0,055
10,389000;0,0423;-0,0277;-0,0435;0,067
10,398000;0,0302;0,0185;-0,0364;0,051
10,447000;0,0301;0,0169;-0,0368;0,050
10,449000;0,0896;0,0274;-0,1118;0,146
10,450000;0,1037;-0,0096;-0,1126;0,153
10,451000;0,1466;-0,0370;-0,0556;0,161
10,451000;0,1251;-0,0401;-0,0388;0,137
10,454000;0,1252;-0,0406;-0,0381;0,137
10,470000;0,0391;-0,0749;0,0366;0,092
10,477000;0,0391;-0,0754;0,0367;0,092
10,489000;0,0341;-0,0445;0,0238;0,061
10,506000;0,0335;-0,0449;0,0219;0,060
10,507000;0,0833;-0,0525;0,0226;0,101
10,554000;0,1067;-0,0387;-0,0342;0,119
10,556000;0,0728;-0,0919;-0,0354;0,123
10,556000;0,0725;-0,0918;-0,0366;0,123
10,557000;0,0938;-0,1893;-0,0568;0,219
10,558000;0,1434;-0,1668;-0,0472;0,225
10,566000;0,1402;-0,0778;-0,0048;0,160
10,574000;0,1391;-0,0781;-0,0083;0,160
10,585000;0,2122;0,0931;0,0430;0,236
10,631000;0,2112;0,1343;0,0731;0,261
10,633000;0,2055;0,1352;0,0584;0,253
10,634000;0,2049;0,1336;0,0566;0,251
10,634000;0,1233;0,0554;-0,0014;0,135
10,637000;0,0635;-0,0056;-0,0465;0,079
10,645000;0,0374;-0,0736;-0,0741;0,111
10,657000;0,0376;-0,0742;-0,0736;0,111
10,666000;-0,0200;-0,0633;-0,1289;0,145
10,675000;0,0227;-0,0383;-0,0797;0,091
10,688000;0,0270;-0,0083;-0,0380;0,047
10,695000;0,0434;0,0025;-0,0680;0,081
10,742000;0,1124;-0,0032;-0,1147;0,161
10,744000;0,1122;-0,0039;-0,1153;0,161
10,744000;0,1264;-0,0212;-0,0750;0,149
10,745000;0,1193;-0,0362;-0,0699;0,143
10,747000;0,1193;-0,0367;-0,0697;0,143
10,755000;0,1027;-0,0276;-0,0452;0,116
10,766000;0,0744;-0,0323;-0,0245;0,085
10,777000;0,0773;-0,0318;-0,0444;0,095
10,786000;0,0682;-0,0671;0,0051;0,096
10,795000;0,0687;-0,0518;-0,0244;0,089
10,806000;0,1025;-0,0586;-0,0429;0,126
10,816000;0,1121;-0,0800;-0,0618;0,151
10,845000;0,1146;-0,0586;-0,1142;0,172
