Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
16.840	3.418956	-6.826131	666.837553	-3.400893	46.340041	1.171511	-6.949225	-0.510003
16.850	3.453078	-6.822759	666.709860	-3.378833	46.318398	1.172803	-6.947310	-0.506792
16.860	3.479923	-6.809126	666.536975	-3.358812	46.296106	1.168013	-6.945767	-0.503920
16.870	3.502800	-6.789556	666.347664	-3.343039	46.272232	1.158772	-6.944158	-0.501696
16.880	3.524971	-6.768691	666.173809	-3.333605	46.246596	1.147851	-6.942122	-0.500411
16.890	3.548756	-6.750795	666.044746	-3.331774	46.219947	1.138189	-6.939466	-0.500233
16.900	3.575842	-6.739501	665.983361	-3.337576	46.193693	1.132000	-6.936163	-0.501150
16.910	3.608076	-6.737542	666.003242	-3.349736	46.169220	1.130212	-6.932282	-0.502961
16.920	3.647686	-6.745983	666.105212	-3.365919	46.147129	1.132392	-6.927904	-0.505313
16.930	3.696415	-6.763153	666.273103	-3.383215	46.126813	1.137107	-6.923109	-0.507782
16.940	3.753954	-6.784187	666.471811	-3.398673	46.106548	1.142535	-6.918004	-0.509950
16.950	3.816658	-6.802007	666.652221	-3.409731	46.084011	1.147038	-6.912751	-0.511471
16.960	3.877491	-6.809733	666.764312	-3.414526	46.057010	1.149548	-6.907540	-0.512104
16.970	3.927646	-6.803565	666.773853	-3.412248	46.024298	1.149696	-6.902535	-0.511755
16.980	3.959486	-6.784765	666.675238	-3.403526	45.986236	1.147750	-6.897847	-0.510522
16.990	3.969632	-6.759678	666.495194	-3.390590	45.945027	1.144410	-6.893527	-0.508719
17.000	3.960648	-6.737681	666.286235	-3.376846	45.904284	1.140557	-6.889574	-0.506816
17.010	3.940390	-6.727938	666.111572	-3.365903	45.867918	1.136994	-6.885921	-0.505306
17.020	3.919281	-6.736288	666.025351	-3.360506	45.838702	1.134219	-6.882426	-0.504561
17.030	3.906760	-6.763350	666.053930	-3.361882	45.817076	1.132229	-6.878884	-0.504746
17.040	3.908325	-6.804330	666.184649	-3.369638	45.800775	1.130420	-6.875087	-0.505811
17.050	3.924197	-6.850568	666.367044	-3.382048	45.785412	1.127737	-6.870900	-0.507535
17.060	3.950019	-6.892449	666.527593	-3.396595	45.765736	1.123104	-6.866293	-0.509596
17.070	3.979164	-6.922810	666.593845	-3.410702	45.737003	1.115971	-6.861300	-0.511661
17.080	4.005625	-6.939533	666.519620	-3.422571	45.696069	1.106711	-6.855923	-0.513499
17.090	4.026388	-6.946118	666.302235	-3.431885	45.642068	1.096684	-6.850055	-0.515064
17.100	4.042635	-6.949892	665.985407	-3.440021	45.576694	1.087935	-6.843497	-0.516531
17.110	4.059587	-6.958645	665.646456	-3.449508	45.504011	1.082628	-6.836063	-0.518219
17.120	4.084939	-6.977329	665.372511	-3.462847	45.429663	1.082345	-6.827704	-0.520437
17.130	4.126043	-7.006302	665.234809	-3.481211	45.359553	1.087477	-6.818578	-0.523306
17.140	4.186635	-7.041551	665.270262	-3.503664	45.298389	1.096947	-6.809021	-0.526653
17.150	4.264509	-7.076303	665.475237	-3.527387	45.248631	1.108451	-6.799446	-0.530055
17.160	4.351388	-7.103178	665.810990	-3.548908	45.210224	1.119195	-6.790249	-0.533020
17.170	4.435269	-7.116435	666.216256	-3.565750	45.181118	1.126850	-6.781750	-0.535224
17.180	4.504423	-7.113966	666.621553	-3.577613	45.158263	1.130306	-6.774198	-0.536678
17.190	4.551421	-7.098345	666.961738	-3.586398	45.138613	1.129909	-6.767796	-0.537722
17.200	4.575451	-7.076145	667.186179	-3.595052	45.119790	1.127153	-6.762699	-0.538838
17.210	4.581812	-7.055449	667.266977	-3.605856	45.100371	1.124032	-6.758969	-0.540392
17.220	4.578861	-7.042464	667.204282	-3.619175	45.079982	1.122314	-6.756549	-0.542439
17.230	4.573996	-7.038748	667.026419	-3.633388	45.059366	1.122938	-6.755260	-0.544714
17.240	4.570627	-7.040364	666.783327	-3.646017	45.040261	1.125691	-6.754857	-0.546807
17.250	4.567465	-7.039457	666.534035	-3.655219	45.024860	1.129323	-6.755073	-0.548392
17.260	4.560139	-7.027715	666.331057	-3.660683	45.014911	1.132151	-6.755637	-0.549379
17.270	4.544125	-7.000304	666.206317	-3.663546	45.010851	1.132926	-6.756293	-0.549912
17.280	4.517486	-6.958535	666.163814	-3.665666	45.011446	1.131517	-6.756813	-0.550265
17.290	4.482211	-6.909958	666.182493	-3.668842	45.014106	1.129043	-6.757023	-0.550726
17.300	4.443691	-6.865734	666.228317	-3.674296	45.015649	1.127359	-6.756790	-0.551507
17.310	4.408812	-6.836317	666.269790	-3.682446	45.013024	1.128160	-6.755975	-0.552696
17.320	4.383627	-6.827213	666.289504	-3.692947	45.003683	1.132161	-6.754374	-0.554256
17.330	4.371674	-6.836663	666.287118	-3.704989	44.985642	1.138767	-6.751690	-0.556065
17.340	4.373633	-6.856314	666.274264	-3.717732	44.957474	1.146366	-6.747593	-0.557988
17.350	4.388334	-6.874713	666.265612	-3.730597	44.918554	1.153066	-6.741839	-0.559926
17.360	4.414277	-6.882121	666.271278	-3.743213	44.869597	1.157472	-6.734434	-0.561815
17.370	4.450418	-6.874537	666.294220	-3.755158	44.813224	1.159172	-6.725741	-0.563589
17.380	4.495580	-6.855121	666.332929	-3.765774	44.754017	1.158743	-6.716465	-0.565149
17.390	4.546981	-6.832316	666.386364	-3.774246	44.697724	1.157358	-6.707479	-0.566375
17.400	4.599265	-6.815568	666.457066	-3.779877	44.649792	1.156240	-6.699575	-0.567160
17.410	4.645192	-6.810779	666.550149	-3.782446	44.613886	1.156226	-6.693253	-0.567466
17.420	4.677945	-6.817787	666.668431	-3.782568	44.591077	1.157598	-6.688644	-0.567384
17.430	4.693737	-6.831047	666.806177	-3.781905	44.579974	1.160129	-6.685597	-0.567167
17.440	4.693138	-6.842892	666.945522	-3.783050	44.577624	1.163294	-6.683848	-0.567220
17.450	4.680457	-6.847421	667.059023	-3.788959	44.580683	1.166553	-6.683169	-0.568010
17.460	4.661845	-6.842949	667.118378	-3.802049	44.586338	1.169592	-6.683422	-0.569921
17.470	4.643330	-6.832055	667.105185	-3.823316	44.592625	1.172385	-6.684497	-0.573120
17.480	4.629649	-6.819714	667.017955	-3.851901	44.598148	1.175053	-6.686199	-0.577481
17.490	4.623898	-6.810911	666.871761	-3.885340	44.601620	1.177657	-6.688186	-0.582622
17.500	4.627504	-6.809017	666.691477	-3.920406	44.601665	1.180094	-6.690001	-0.588039
17.510	4.640054	-6.815557	666.503262	-3.954234	44.597070	1.182145	-6.691201	-0.593280
17.520	4.659008	-6.830974	666.329367	-3.985333	44.587285	1.183593	-6.691478	-0.598103
17.530	4.679708	-6.855382	666.188743	-4.014086	44.572862	1.184337	-6.690726	-0.602545
17.540	4.696178	-6.888482	666.101661	-4.042488	44.555633	1.184416	-6.689014	-0.606888
17.550	4.702841	-6.928745	666.092428	-4.073164	44.538539	1.183933	-6.686540	-0.611501
17.560	4.696720	-6.972741	666.183892	-4.108069	44.525020	1.182923	-6.683593	-0.616657
17.570	4.679073	-7.015441	666.383110	-4.147606	44.517954	1.181316	-6.680535	-0.622406
17.580	4.655356	-7.051436	666.665894	-4.190616	44.518434	1.179043	-6.677773	-0.628593
17.590	4.633215	-7.076370	666.971718	-4.235134	44.524971	1.176243	-6.675691	-0.634980
17.600	4.619336	-7.088040	667.216097	-4.279296	44.533664	1.173368	-6.674549	-0.641366
17.610	4.616641	-7.087051	667.318164	-4.321949	44.539410	1.171070	-6.674389	-0.647659
17.620	4.623277	-7.077046	667.232421	-4.362844	44.537669	1.169898	-6.674986	-0.653872
17.630	4.634042	-7.064267	666.970021	-4.402496	44.526071	1.169992	-6.675873	-0.660074
17.640	4.643708	-7.056127	666.598825	-4.441757	44.505206	1.170955	-6.676460	-0.666331
17.650	4.650490	-7.058849	666.221208	-4.481241	44.478239	1.171987	-6.676197	-0.672636
17.660	4.657545	-7.075135	665.938935	-4.520941	44.449455	1.172213	-6.674704	-0.678882
17.670	4.671491	-7.103454	665.819449	-4.560345	44.422391	1.171028	-6.671837	-0.684922
17.680	4.698676	-7.139610	665.875970	-4.599069	44.398450	1.168307	-6.667676	-0.690680
17.690	4.741297	-7.179448	666.067112	-4.637617	44.376576	1.164405	-6.662478	-0.696269
17.700	4.795489	-7.220532	666.314258	-4.677775	44.354008	1.159963	-6.656620	-0.702037
17.710	4.852366	-7.261718	666.529006	-4.722243	44.327596	1.155608	-6.650513	-0.708483
17.720	4.901463	-7.301524	666.640306	-4.773467	44.295091	1.151697	-6.644526	-0.716048
17.730	4.934863	-7.337092	666.612478	-4.832176	44.256041	1.148272	-6.638946	-0.724885
17.740	4.950074	-7.364723	666.450411	-4.896461	44.212293	1.145241	-6.633996	-0.734707
17.750	4.950398	-7.381465	666.193919	-4.961965	44.168125	1.142636	-6.629920	-0.744823
17.760	4.942783	-7.386480	665.906033	-5.023072	44.129839	1.140740	-6.627037	-0.754321
17.770	4.934308	-7.381311	665.659067	-5.074450	44.104621	1.139969	-6.625707	-0.762320
17.780	4.929048	-7.369054	665.519810	-5.112424	44.098789	1.140596	-6.626217	-0.768185
17.790	4.926804	-7.353071	665.534517	-5.135976	44.115958	1.142505	-6.628651	-0.771707
17.800	4.924129	-7.335990	665.716211	-5.147295	44.155802	1.145125	-6.632827	-0.773197
17.810	4.916823	-7.319441	666.039019	-5.151642	44.213911	1.147554	-6.638336	-0.773475
17.820	4.902501	-7.304404	666.443807	-5.156278	44.282748	1.148836	-6.644633	-0.773700
17.830	4.882133	-7.291642	666.855005	-5.168494	44.353304	1.148232	-6.651117	-0.775055
17.840	4.860205	-7.281689	667.202319	-5.193358	44.416791	1.145390	-6.657170	-0.778378
17.850	4.843641	-7.274398	667.438061	-5.232124	44.465909	1.140390	-6.662178	-0.783912
17.860	4.839777	-7.268522	667.543772	-5.282052	44.495624	1.133712	-6.665574	-0.791267
17.870	4.853934	-7.261807	667.525948	-5.337604	44.503649	1.126187	-6.666954	-0.799610
17.880	4.887448	-7.251683	667.405608	-5.392366	44.490781	1.118922	-6.666228	-0.807959
17.890	4.936987	-7.236293	667.208208	-5.440915	44.460977	1.113123	-6.663734	-0.815475
17.900	4.995493	-7.215469	666.958799	-5.480082	44.420907	1.109809	-6.660218	-0.821652
17.910	5.054278	-7.191211	666.683021	-5.509355	44.378883	1.109510	-6.656669	-0.826383
17.920	5.105388	-7.167307	666.410138	-5.530484	44.343317	1.112127	-6.654058	-0.829892
17.930	5.143341	-7.148068	666.173319	-5.546561	44.321087	1.117054	-6.653087	-0.832600
17.940	5.165775	-7.136642	666.005160	-5.560885	44.316297	1.123490	-6.654047	-0.834961
17.950	5.173020	-7.133614	665.930156	-5.575896	44.329782	1.130747	-6.656821	-0.837309
17.960	5.167016	-7.136550	665.957731	-5.592495	44.359535	1.138365	-6.661014	-0.839767
17.970	5.150166	-7.140810	666.078949	-5.610022	44.401800	1.146010	-6.666147	-0.842246
17.980	5.124637	-7.141312	666.268050	-5.626988	44.452359	1.153255	-6.671843	-0.844553
17.990	5.092215	-7.134406	666.487834	-5.642233	44.507504	1.159441	-6.677917	-0.846562
18.000	5.054422	-7.119030	666.697080	-5.655865	44.564426	1.163765	-6.684359	-0.848341
18.010	5.012553	-7.096884	666.858774	-5.669352	44.621121	1.165583	-6.691240	-0.850158
18.020	4.967652	-7.071846	666.948305	-5.684760	44.676207	1.164800	-6.698601	-0.852354
18.030	4.920686	-7.048952	666.959676	-5.703641	44.728997	1.162092	-6.706402	-0.855170
18.040	4.872907	-7.033182	666.906539	-5.726216	44.779863	1.158821	-6.714564	-0.858624
18.050	4.825981	-7.028223	666.816237	-5.751173	44.830504	1.156654	-6.723067	-0.862482
18.060	4.781590	-7.035361	666.719107	-5.776085	44.883620	1.157039	-6.732013	-0.866345
18.070	4.740667	-7.052785	666.638302	-5.798343	44.941866	1.160716	-6.741567	-0.869788
18.080	4.702745	-7.075724	666.584600	-5.816282	45.006540	1.167393	-6.751812	-0.872550
18.090	4.665833	-7.097564	666.557133	-5.829949	45.076738	1.175655	-6.762622	-0.874636
18.100	4.627013	-7.111592	666.547795	-5.841005	45.149441	1.183205	-6.773624	-0.876307
18.110	4.583658	-7.112734	666.546297	-5.851802	45.220483	1.187487	-6.784297	-0.877929
18.120	4.534806	-7.098635	666.544000	-5.864321	45.285979	1.186581	-6.794147	-0.879810
18.130	4.482088	-7.069887	666.536014	-5.879684	45.343691	1.180051	-6.802887	-0.882126
18.140	4.429788	-7.029573	666.521693	-5.898335	45.393863	1.169276	-6.810560	-0.884943
18.150	4.383956	-6.982568	666.503977	-5.920334	45.439185	1.157036	-6.817541	-0.888267
18.160	4.350701	-6.934791	666.488200	-5.945315	45.483890	1.146501	-6.824410	-0.892036
18.170	4.334092	-6.892302	666.480825	-5.972176	45.532383	1.140069	-6.831762	-0.896076
18.180	4.334335	-6.860242	666.488065	-5.998969	45.588027	1.138567	-6.840037	-0.900086
18.190	4.347004	-6.841831	666.514172	-6.023289	45.652527	1.141133	-6.849446	-0.903700
18.200	4.363761	-6.837729	666.559567	-6.043034	45.725978	1.145780	-6.859999	-0.906601
18.210	4.374441	-6.845932	666.619430	-6.057159	45.807200	1.150336	-6.871567	-0.908638
18.220	4.369851	-6.862211	666.683441	-6.066118	45.893893	1.153299	-6.883911	-0.909895
18.230	4.344417	-6.880993	666.736425	-6.071863	45.982499	1.154178	-6.896653	-0.910684
18.240	4.297926	-6.896487	666.758898	-6.077399	46.068134	1.153263	-6.909264	-0.911484
18.250	4.235781	-6.903825	666.727750	-6.086087	46.145108	1.151086	-6.921132	-0.912829
18.260	4.167599	-6.900119	666.620182	-6.100962	46.208247	1.147975	-6.931720	-0.915208
18.270	4.104562	-6.885304	666.424217	-6.124253	46.254697	1.143943	-6.940729	-0.918972
18.280	4.056540	-6.862501	666.153579	-6.157003	46.285446	1.138893	-6.948164	-0.924262
18.290	4.030022	-6.837507	665.857428	-6.198727	46.305640	1.132914	-6.954287	-0.930939
18.300	4.027285	-6.817356	665.614181	-6.247358	46.323162	1.126461	-6.959461	-0.938585
18.310	4.046551	-6.808456	665.506629	-6.299825	46.345792	1.120301	-6.963987	-0.946621
18.320	4.082618	-6.815008	665.587708	-6.353245	46.378107	1.115267	-6.967993	-0.954532
18.330	4.127631	-6.838130	665.853560	-6.406166	46.419500	1.111929	-6.971428	-0.962098
18.340	4.172118	-6.875754	666.237917	-6.459130	46.464161	1.110350	-6.974109	-0.969493
18.350	4.206653	-6.923301	666.631146	-6.514204	46.503042	1.110043	-6.975828	-0.977183
18.360	4.224300	-6.975046	666.915439	-6.573780	46.526983	1.110182	-6.976444	-0.985699
18.370	4.223057	-7.025752	667.001200	-6.639356	46.529789	1.109996	-6.975968	-0.995404
18.380	4.206829	-7.071985	666.851616	-6.710937	46.510183	1.109141	-6.974593	-1.006361
18.390	4.183960	-7.112756	666.489900	-6.787206	46.472184	1.107868	-6.972676	-1.018351
18.400	4.163954	-7.149312	665.991101	-6.866167	46.424137	1.106885	-6.970684	-1.030970
18.410	4.154274	-7.184155	665.463401	-6.945793	46.376912	1.107012	-6.969115	-1.043753
18.420	4.158913	-7.219670	665.023616	-7.024468	46.341764	1.108809	-6.968439	-1.056274
18.430	4.178835	-7.257006	664.771327	-7.101234	46.328109	1.112326	-6.969029	-1.068222
18.440	4.213039	-7.295779	664.766810	-7.175888	46.341421	1.117048	-6.971079	-1.079459
18.450	4.258904	-7.334540	665.018019	-7.248822	46.381601	1.122003	-6.974488	-1.090019
18.460	4.311875	-7.371514	665.479963	-7.320503	46.442400	1.126040	-6.978783	-1.100034
18.470	4.365659	-7.405093	666.066144	-7.390744	46.512382	1.128202	-6.983148	-1.109611
18.480	4.413966	-7.433901	666.668466	-7.458187	46.577462	1.128124	-6.986600	-1.118725
18.490	4.453344	-7.456667	667.180755	-7.520449	46.624326	1.126228	-6.988260	-1.127198
18.500	4.485485	-7.472276	667.521267	-7.575036	46.643699	1.123591	-6.987597	-1.134801
18.510	4.517333	-7.480091	667.649632	-7.620689	46.632432	1.121490	-6.984566	-1.141420
18.520	4.558536	-7.480308	667.573783	-7.658404	46.593926	1.120878	-6.979592	-1.147200
18.530	4.617180	-7.474036	667.344287	-7.691453	46.536955	1.122050	-6.973455	-1.152546
18.540	4.695729	-7.463026	667.037697	-7.724321	46.473375	1.124647	-6.967129	-1.158004
18.550	4.788976	-7.449111	666.734888	-7.761136	46.415368	1.127916	-6.961593	-1.164051
18.560	4.884907	-7.433582	666.501343	-7.804309	46.372862	1.131075	-6.957655	-1.170937
18.570	4.968090	-7.416790	666.373827	-7.853903	46.351715	1.133589	-6.955813	-1.178603
18.580	5.024228	-7.398283	666.354813	-7.907880	46.353095	1.135266	-6.956218	-1.186737
18.590	5.044145	-7.377572	666.415002	-7.963232	46.374161	1.136208	-6.958751	-1.194936
18.600	5.025776	-7.355340	666.503791	-8.017664	46.409762	1.136710	-6.963166	-1.202944
18.610	4.973700	-7.334626	666.565952	-8.071026	46.454492	1.137153	-6.969227	-1.210837
18.620	4.896870	-7.321227	666.560194	-8.125622	46.504313	1.137919	-6.976761	-1.219038
18.630	4.805748	-7.322568	666.473461	-8.185110	46.557119	1.139300	-6.985592	-1.228122
18.640	4.709883	-7.344995	666.325399	-8.252641	46.612161	1.141408	-6.995405	-1.238530
18.650	4.616564	-7.390609	666.160930	-8.329316	46.668843	1.144098	-7.005641	-1.250346
18.660	4.530547	-7.455459	666.033821	-8.413679	46.725709	1.146943	-7.015516	-1.263251
18.670	4.454503	-7.530409	665.987665	-8.502258	46.780191	1.149296	-7.024183	-1.276639
18.680	4.389708	-7.604425	666.041096	-8.590715	46.829153	1.150457	-7.030971	-1.289817
18.690	4.336787	-7.668550	666.181900	-8.675063	46.869819	1.149913	-7.035589	-1.302206
18.700	4.296292	-7.718517	666.371572	-8.752597	46.900570	1.147560	-7.038201	-1.313471
18.710	4.268775	-7.754971	666.558475	-8.822256	46.921322	1.143802	-7.039341	-1.323553
18.720	4.254207	-7.781714	666.694909	-8.884418	46.933455	1.139461	-7.039720	-1.332606
18.730	4.251179	-7.803258	666.752338	-8.940349	46.939404	1.135536	-7.040006	-1.340880
18.740	4.256641	-7.822972	666.730046	-8.991683	46.942009	1.132867	-7.040632	-1.348624
18.750	4.266689	-7.842444	666.654097	-9.040122	46.943736	1.131818	-7.041693	-1.356044
18.760	4.278095	-7.861831	666.566191	-9.087295	46.945999	1.132106	-7.042961	-1.363300
18.770	4.289642	-7.880565	666.506413	-9.134615	46.948839	1.132899	-7.044019	-1.370522
18.780	4.302347	-7.897870	666.497701	-9.183068	46.951102	1.133196	-7.044451	-1.377809
18.790	4.318521	-7.913025	666.538827	-9.233002	46.950980	1.132319	-7.043998	-1.385216
18.800	4.340382	-7.925622	666.607365	-9.284057	46.946680	1.130283	-7.042628	-1.392733
18.810	4.368978	-7.935934	666.669530	-9.335299	46.937043	1.127848	-7.040526	-1.400289
18.820	4.403712	-7.945145	666.692805	-9.385527	46.922008	1.126278	-7.038025	-1.407774
18.830	4.442400	-7.955025	666.658268	-9.433625	46.902857	1.126917	-7.035517	-1.415062
18.840	4.481737	-7.966974	666.569743	-9.478815	46.882076	1.130738	-7.033334	-1.422029
18.850	4.518110	-7.981026	666.456344	-9.520842	46.862789	1.137970	-7.031637	-1.428577
18.860	4.548683	-7.995635	666.365325	-9.560153	46.847790	1.147934	-7.030346	-1.434671
18.870	4.572421	-8.008590	666.344782	-9.598089	46.838447	1.159206	-7.029161	-1.440409
18.880	4.590474	-8.018574	666.421095	-9.636920	46.833833	1.170103	-7.027664	-1.446071
18.890	4.605534	-8.026360	666.581639	-9.679535	46.830574	1.179276	-7.025482	-1.452115
18.900	4.620386	-8.035013	666.773955	-9.728670	46.823663	1.186113	-7.022419	-1.459066
18.910	4.636493	-8.049192	666.925149	-9.785887	46.808147	1.190851	-7.018501	-1.467314
18.920	4.653425	-8.073992	666.973749	-9.850855	46.781095	1.194416	-7.013934	-1.476948
18.930	4.669449	-8.113505	666.898463	-9.921369	46.743017	1.198090	-7.009016	-1.487688
18.940	4.682848	-8.169145	666.729472	-9.993965	46.698024	1.203057	-7.004044	-1.498954
18.950	4.693083	-8.238232	666.536944	-10.064671	46.652636	1.209941	-6.999257	-1.509994
18.960	4.700923	-8.313722	666.402471	-10.129527	46.613755	1.218524	-6.994835	-1.520032
18.970	4.707450	-8.385541	666.385792	-10.184951	46.586660	1.227781	-6.990944	-1.528387
18.980	4.712657	-8.442969	666.499445	-10.228174	46.573688	1.236212	-6.987806	-1.534611
18.990	4.714728	-8.476993	666.700260	-10.257866	46.573898	1.242316	-6.985733	-1.538602
19.000	4.710575	-8.481973	666.901190	-10.274697	46.583644	1.245026	-6.985089	-1.540663
19.010	4.697459	-8.456593	667.000542	-10.281368	46.597848	1.243954	-6.986178	-1.541433
19.020	4.674824	-8.404264	666.919250	-10.281770	46.611700	1.239425	-6.989107	-1.541681
19.030	4.645245	-8.332787	666.633134	-10.279496	46.622403	1.232281	-6.993712	-1.542002
19.040	4.613816	-8.252979	666.187895	-10.276382	46.630407	1.223561	-6.999588	-1.542565
19.050	4.586199	-8.176352	665.690103	-10.271853	46.639589	1.214150	-7.006201	-1.543038
19.060	4.566381	-8.112418	665.275930	-10.263454	46.656130	1.204609	-7.013049	-1.542736
19.070	4.555362	-8.066488	665.067921	-10.248351	46.686254	1.195252	-7.019772	-1.540948
19.080	4.551491	-8.038848	665.135530	-10.225178	46.733467	1.186447	-7.026157	-1.537307
19.090	4.552275	-8.025776	665.473866	-10.195363	46.796239	1.178876	-7.032017	-1.532046
19.100	4.556661	-8.022001	666.006915	-10.163165	46.867209	1.173486	-7.037045	-1.525985
19.110	4.566452	-8.023405	666.611391	-10.134190	46.934533	1.171119	-7.040764	-1.520255
19.120	4.585933	-8.028638	667.151474	-10.113002	46.985154	1.172102	-7.042652	-1.515848
19.130	4.619832	-8.038918	667.514223	-10.101049	47.008866	1.176139	-7.042377	-1.513234
19.140	4.670673	-8.056303	667.637277	-10.096021	47.001688	1.182577	-7.040003	-1.512201
19.150	4.736869	-8.081497	667.522497	-10.092951	46.967323	1.190830	-7.036066	-1.512002
19.160	4.812400	-8.112434	667.231768	-10.086451	46.916234	1.200599	-7.031475	-1.511686
