Time[s]	Fx[N]	Fy[N]	Fz[N]	Mx[Nm]	My[Nm]	Mz[Nm]	COPx[cm]	COPy[cm]
25.820	2.858857	-7.432445	666.108132	-3.685311	56.550264	1.057177	-8.489652	-0.553260
25.830	2.853986	-7.415243	666.086919	-3.586977	56.389850	1.054367	-8.465840	-0.538515
25.840	2.837299	-7.409743	665.999084	-3.483771	56.225333	1.051909	-8.442254	-0.523089
25.850	2.803397	-7.412157	665.868843	-3.373263	56.056349	1.048913	-8.418527	-0.506596
25.860	2.753463	-7.416261	665.725856	-3.255282	55.880601	1.044633	-8.393936	-0.488982
25.870	2.697992	-7.416733	665.598349	-3.132191	55.694190	1.038755	-8.367537	-0.470583
25.880	2.655724	-7.411991	665.508534	-3.008249	55.492572	1.031546	-8.338371	-0.452023
25.890	2.648605	-7.404839	665.470833	-2.888299	55.271910	1.023839	-8.305685	-0.434023
25.900	2.694660	-7.400564	665.491997	-2.776189	55.030284	1.016843	-8.269113	-0.417163
25.910	2.801724	-7.403660	665.571731	-2.673443	54.768155	1.011789	-8.228738	-0.401676
25.920	2.964609	-7.415072	665.703095	-2.578754	54.487854	1.009512	-8.185008	-0.387373
25.930	3.166754	-7.431380	665.872202	-2.488594	54.192444	1.010205	-8.138565	-0.373734
25.940	3.385579	-7.446124	666.056903	-2.398734	53.884608	1.013424	-8.090091	-0.360140
25.950	3.599298	-7.452343	666.226054	-2.305974	53.566154	1.018263	-8.040237	-0.346125
25.960	3.792427	-7.445107	666.343171	-2.209258	53.238323	1.023517	-7.989625	-0.331550
25.970	3.958110	-7.423143	666.376715	-2.109768	52.902735	1.027842	-7.938863	-0.316603
25.980	4.097099	-7.389149	666.313704	-2.010127	52.562508	1.030012	-7.888553	-0.301679
25.990	4.214776	-7.348953	666.169224	-1.913312	52.222851	1.029291	-7.839277	-0.287211
26.000	4.317906	-7.309995	665.985673	-1.821765	51.890474	1.025771	-7.791530	-0.273544
26.010	4.412209	-7.279585	665.820879	-1.736946	51.571760	1.020449	-7.745591	-0.260873
26.020	4.501104	-7.263178	665.729331	-1.659225	51.270518	1.014953	-7.701406	-0.249234
26.030	4.585594	-7.262907	665.743593	-1.588063	50.986524	1.010982	-7.658583	-0.238540
26.040	4.665066	-7.276781	665.862910	-1.522455	50.715610	1.009633	-7.616524	-0.228644
26.050	4.738581	-7.298946	666.053065	-1.461506	50.451158	1.010885	-7.574645	-0.219428
26.060	4.806103	-7.321174	666.256958	-1.404803	50.186183	1.013511	-7.532557	-0.210850
26.070	4.869166	-7.335417	666.411880	-1.352283	49.915106	1.015514	-7.490129	-0.202920
26.080	4.930727	-7.336676	666.468220	-1.303631	49.634706	1.014972	-7.447423	-0.195603
26.090	4.994372	-7.324939	666.404157	-1.257595	49.344289	1.010907	-7.404559	-0.188714
26.100	5.063369	-7.305041	666.231675	-1.211764	49.045380	1.003781	-7.361610	-0.181883
26.110	5.139899	-7.284457	665.992119	-1.163090	48.741254	0.995347	-7.318593	-0.174640
26.120	5.224329	-7.270167	665.743446	-1.108908	48.436456	0.987896	-7.275544	-0.166567
26.130	5.314454	-7.266125	665.543694	-1.047873	48.136307	0.983263	-7.232629	-0.157446
26.140	5.405194	-7.272326	665.435415	-0.980260	47.846232	0.982111	-7.190214	-0.147311
26.150	5.489438	-7.285584	665.435270	-0.907512	47.570754	0.983845	-7.148818	-0.136379
26.160	5.560038	-7.301196	665.531898	-0.831307	47.312285	0.987107	-7.108943	-0.124909
26.170	5.612084	-7.314438	665.692725	-0.752602	47.070218	0.990485	-7.070863	-0.113055
26.180	5.644399	-7.321384	665.877040	-0.671048	46.840899	0.993032	-7.034467	-0.100777
26.190	5.659680	-7.319221	666.050103	-0.585002	46.618665	0.994404	-6.999273	-0.087832
26.200	5.663360	-7.306433	666.192812	-0.492047	46.397563	0.994648	-6.964585	-0.073860
26.210	5.661840	-7.282884	666.303942	-0.389787	46.172944	0.993822	-6.929712	-0.058500
26.220	5.660928	-7.249519	666.395510	-0.276681	45.942239	0.991671	-6.894140	-0.041519
26.230	5.665060	-7.207488	666.484686	-0.152706	45.704726	0.987538	-6.857581	-0.022912
26.240	5.677301	-7.156847	666.586301	-0.019618	45.460642	0.980556	-6.819918	-0.002943
26.250	5.699730	-7.095490	666.708509	0.119438	45.210266	0.970034	-6.781114	0.017915
26.260	5.733832	-7.019149	666.851369	0.261028	44.953396	0.955835	-6.741142	0.039143
26.270	5.780736	-6.922869	667.006664	0.402866	44.689207	0.938551	-6.699964	0.060399
26.280	5.841277	-6.803379	667.158257	0.544982	44.416309	0.919375	-6.657537	0.081687
26.290	5.916018	-6.660995	667.284327	0.690007	44.132925	0.899672	-6.613811	0.103405
26.300	6.005221	-6.499799	667.362460	0.842397	43.837296	0.880458	-6.568739	0.126228
26.310	6.108638	-6.326063	667.376104	1.006841	43.528412	0.862020	-6.522321	0.150866
26.320	6.225061	-6.146033	667.319493	1.186411	43.206934	0.843878	-6.474700	0.177788
26.330	6.351826	-5.964292	667.199311	1.381085	42.875925	0.825046	-6.426254	0.206997
26.340	6.484594	-5.783118	667.033009	1.587257	42.541084	0.804464	-6.377658	0.237958
26.350	6.617545	-5.602672	666.844520	1.798583	42.210293	0.781453	-6.329855	0.269716
26.360	6.743974	-5.421863	666.658854	2.007918	41.892597	0.756092	-6.283963	0.301191
26.370	6.857238	-5.239886	666.497828	2.209501	41.596870	0.729441	-6.241111	0.331509
26.380	6.951924	-5.058095	666.378527	2.400417	41.330473	0.703461	-6.202252	0.360218
26.390	7.024865	-4.881412	666.313906	2.580859	41.098095	0.680589	-6.167978	0.387334
26.400	7.075730	-4.718362	666.313073	2.753362	40.900875	0.663068	-6.138387	0.413223
26.410	7.106973	-4.579380	666.378944	2.921491	40.735991	0.652296	-6.113037	0.438413
26.420	7.123082	-4.473802	666.503424	3.088376	40.597026	0.648449	-6.091045	0.463370
26.430	7.129214	-4.406551	666.663538	3.255416	40.475269	0.650483	-6.071319	0.488315
26.440	7.129722	-4.375624	666.823208	3.421479	40.361704	0.656502	-6.052834	0.513101
26.450	7.127353	-4.371446	666.942501	3.582928	40.249058	0.664355	-6.034862	0.537217
26.460	7.123635	-4.378678	666.990929	3.734569	40.133243	0.672223	-6.017060	0.559913
26.470	7.120085	-4.380116	666.958028	3.871158	40.013781	0.678960	-5.999445	0.580420
26.480	7.119219	-4.361278	666.855866	3.988819	39.893177	0.684085	-5.982279	0.598153
26.490	7.124411	-4.314051	666.712787	4.085767	39.775601	0.687530	-5.965927	0.612823
26.500	7.138463	-4.238462	666.562226	4.162196	39.665389	0.689352	-5.950741	0.624427
26.510	7.161717	-4.142625	666.432240	4.219647	39.565955	0.689624	-5.936981	0.633170
26.520	7.190949	-4.041174	666.340132	4.260348	39.479462	0.688584	-5.924821	0.639365
26.530	7.219956	-3.952313	666.293182	4.286743	39.407224	0.686964	-5.914397	0.643372
26.540	7.241788	-3.893692	666.293215	4.301177	39.350344	0.686199	-5.905860	0.645538
26.550	7.251373	-3.877956	666.340999	4.305668	39.309985	0.688237	-5.899380	0.646166
26.560	7.246987	-3.909434	666.436817	4.301789	39.286922	0.694877	-5.895071	0.645491
26.570	7.229801	-3.983208	666.576020	4.290659	39.280547	0.706965	-5.892883	0.643686
26.580	7.202136	-4.086931	666.742422	4.272948	39.287956	0.723905	-5.892524	0.640869
26.590	7.165849	-4.204454	666.905469	4.248864	39.303823	0.743830	-5.893462	0.637101
26.600	7.121925	-4.319823	667.026051	4.218161	39.321438	0.764342	-5.895038	0.632383
26.610	7.071396	-4.420597	667.070296	4.180207	39.334595	0.783443	-5.896619	0.626652
26.620	7.016816	-4.500194	667.024822	4.134134	39.339517	0.800162	-5.897759	0.619787
26.630	6.963158	-4.559058	666.905030	4.079005	39.335947	0.814615	-5.898283	0.611632
26.640	6.917178	-4.604146	666.751318	4.013944	39.326944	0.827538	-5.898293	0.602015
26.650	6.885156	-4.646472	666.614374	3.938257	39.317530	0.839616	-5.898092	0.590785
26.660	6.870035	-4.697490	666.535911	3.851596	39.312826	0.851014	-5.898081	0.577853
26.670	6.869564	-4.765793	666.532744	3.754147	39.316499	0.861299	-5.898660	0.563235
26.680	6.876568	-4.855309	666.590313	3.646633	39.330078	0.869762	-5.900188	0.547058
26.690	6.881278	-4.965061	666.668184	3.530015	39.353133	0.875899	-5.902957	0.529501
26.700	6.874682	-5.089884	666.715604	3.405060	39.383876	0.879808	-5.907148	0.510721
26.710	6.851555	-5.221638	666.691159	3.272118	39.419735	0.882261	-5.912743	0.490800
26.720	6.812176	-5.350879	666.578872	3.131292	39.457799	0.884417	-5.919449	0.469756
26.730	6.762160	-5.468972	666.394658	2.982887	39.495365	0.887334	-5.926723	0.447616
26.740	6.710277	-5.570226	666.180992	2.827839	39.530865	0.891545	-5.933953	0.424485
26.750	6.664839	-5.653243	665.992403	2.667839	39.564991	0.896933	-5.940757	0.400581
26.760	6.630086	-5.720826	665.877868	2.505082	39.601461	0.902940	-5.947256	0.376207
26.770	6.604185	-5.778431	665.866566	2.341751	39.646725	0.908948	-5.954155	0.351685
26.780	6.579723	-5.831832	665.961027	2.179513	39.708342	0.914601	-5.962562	0.327273
26.790	6.546318	-5.884937	666.138591	2.019339	39.792468	0.919860	-5.973602	0.303141
26.800	6.494129	-5.938430	666.359587	1.861751	39.901475	0.924841	-5.987979	0.279391
26.810	6.416898	-5.989620	666.579107	1.707340	40.032836	0.929613	-6.005714	0.256135
26.820	6.313731	-6.033602	666.758942	1.557111	40.179840	0.934171	-6.026142	0.233534
26.830	6.189431	-6.065481	666.876674	1.412298	40.333871	0.938558	-6.048175	0.211778
26.840	6.053440	-6.082901	666.929481	1.273674	40.487217	0.942974	-6.070689	0.190976
26.850	5.917536	-6.087642	666.931208	1.140790	40.635182	0.947740	-6.092860	0.171051
26.860	5.792760	-6.085310	666.903756	1.011622	40.776761	0.953151	-6.114340	0.151689
26.870	5.686454	-6.083191	666.866620	0.882898	40.913883	0.959313	-6.135242	0.132395
26.880	5.600432	-6.087543	666.829423	0.750932	41.049871	0.966021	-6.155978	0.112612
26.890	5.530902	-6.101759	666.790430	0.612494	41.187865	0.972737	-6.177033	0.091857
26.900	5.470148	-6.126088	666.740626	0.465309	41.329628	0.978696	-6.198756	0.069789
26.910	5.409394	-6.158486	666.669838	0.308197	41.474877	0.983163	-6.221202	0.046229
26.920	5.341935	-6.195919	666.571070	0.141182	41.621192	0.985740	-6.244074	0.021180
26.930	5.265410	-6.235705	666.441940	-0.034211	41.764554	0.986588	-6.266796	-0.005133
26.940	5.182307	-6.276674	666.285300	-0.214765	41.900483	0.986455	-6.288670	-0.032233
26.950	5.098392	-6.319732	666.111123	-0.395989	42.025433	0.986491	-6.309072	-0.059448
26.960	5.019769	-6.367377	665.938750	-0.573307	42.137894	0.987872	-6.327593	-0.086090
26.970	4.950149	-6.422322	665.796025	-0.743500	42.238638	0.991340	-6.344081	-0.111671
26.980	4.889839	-6.485947	665.712586	-0.905585	42.330008	0.996889	-6.358601	-0.136032
26.990	4.836848	-6.557425	665.708494	-1.060639	42.414673	1.003809	-6.371358	-0.159325
27.000	4.789098	-6.633947	665.783830	-1.210729	42.494501	1.011064	-6.382627	-0.181850
27.010	4.746205	-6.711811	665.916021	-1.357630	42.569992	1.017747	-6.392697	-0.203874
27.020	4.709922	-6.787611	666.067557	-1.502030	42.640391	1.023327	-6.401812	-0.225507
27.030	4.683424	-6.858735	666.200140	-1.643533	42.704290	1.027604	-6.410129	-0.246703
27.040	4.670148	-6.922997	666.287545	-1.781228	42.760466	1.030500	-6.417720	-0.267336
27.050	4.672727	-6.978053	666.321070	-1.914436	42.808641	1.031885	-6.424627	-0.287314
27.060	4.692250	-7.021501	666.306747	-2.043273	42.849930	1.031580	-6.430961	-0.306657
27.070	4.727796	-7.051981	666.258386	-2.168832	42.886776	1.029537	-6.436959	-0.325524
27.080	4.776283	-7.070621	666.191794	-2.292811	42.922356	1.026046	-6.442943	-0.344167
27.090	4.832781	-7.081706	666.122793	-2.416738	42.959677	1.021775	-6.449213	-0.362807
27.100	4.891484	-7.091845	666.067598	-2.541289	43.000741	1.017534	-6.455912	-0.381536
27.110	4.947078	-7.107890	666.041899	-2.666238	43.046076	1.013915	-6.462968	-0.400311
27.120	4.995773	-7.134667	666.056354	-2.791080	43.094741	1.011021	-6.470134	-0.419046
27.130	5.035437	-7.173592	666.110153	-2.915813	43.144747	1.008492	-6.477119	-0.437737
27.140	5.065061	-7.222741	666.187448	-3.041210	43.193791	1.005814	-6.483729	-0.456510
27.150	5.084331	-7.278321	666.260645	-3.168247	43.240140	1.002702	-6.489974	-0.475527
27.160	5.093788	-7.336890	666.300368	-3.297033	43.283398	0.999291	-6.496079	-0.494827
27.170	5.095335	-7.397174	666.287973	-3.426018	43.324912	0.996039	-6.502430	-0.514195
27.180	5.092464	-7.460348	666.225377	-3.552096	43.367687	0.993474	-6.509462	-0.533167
27.190	5.089717	-7.528570	666.137983	-3.671593	43.415917	0.991971	-6.517556	-0.551176
27.200	5.091347	-7.602811	666.068391	-3.781599	43.474183	0.991674	-6.526985	-0.567749
27.210	5.099652	-7.681324	666.061324	-3.881043	43.546344	0.992522	-6.537888	-0.582686
27.220	5.113902	-7.759390	666.144314	-3.971086	43.634208	0.994344	-6.550264	-0.596130
27.230	5.130708	-7.830087	666.312419	-4.054650	43.736461	0.996938	-6.563957	-0.608521
27.240	5.145915	-7.885679	666.525620	-4.135241	43.848479	1.000125	-6.578664	-0.620417
27.250	5.157023	-7.919447	666.722512	-4.215565	43.963463	1.003764	-6.593967	-0.632282
27.260	5.164598	-7.927792	666.845663	-4.296646	44.074692	1.007710	-6.609429	-0.644324
27.270	5.171707	-7.911967	666.867062	-4.377871	44.178072	1.011746	-6.624719	-0.656483
27.280	5.181731	-7.878532	666.800810	-4.457869	44.273905	1.015511	-6.639750	-0.668546
27.290	5.195885	-7.837986	666.695829	-4.535661	44.367021	1.018520	-6.654762	-0.680319
27.300	5.211818	-7.801986	666.611546	-4.611405	44.465172	1.020324	-6.670327	-0.691768
27.310	5.223871	-7.780234	666.588460	-4.686359	44.576386	1.020742	-6.687242	-0.703036
27.320	5.224760	-7.778123	666.628122	-4.762252	44.706433	1.020053	-6.706353	-0.714379
27.330	5.207925	-7.795652	666.691878	-4.840612	44.857392	1.018998	-6.728354	-0.726064
27.340	5.169607	-7.827695	666.717958	-4.922486	45.027643	1.018591	-6.753627	-0.738316
27.350	5.109840	-7.865626	666.647964	-5.008506	45.213021	1.019751	-6.782143	-0.751297
27.360	5.031922	-7.900040	666.451426	-5.099029	45.408653	1.022898	-6.813498	-0.765101
27.370	4.940455	-7.923682	666.140381	-5.194154	45.610924	1.027709	-6.847044	-0.779739
27.380	4.838725	-7.933361	665.770603	-5.293525	45.818959	1.033196	-6.882094	-0.795097
27.390	4.726745	-7.930222	665.429167	-5.395960	46.035028	1.038144	-6.918096	-0.810899
27.400	4.601240	-7.918702	665.210797	-5.499093	46.263546	1.041700	-6.954720	-0.826669
27.410	4.457768	-7.904744	665.188974	-5.599390	46.508907	1.043780	-6.991834	-0.841774
27.420	4.293812	-7.893746	665.390628	-5.692814	46.772913	1.045070	-7.029392	-0.855560
27.430	4.111144	-7.888664	665.783187	-5.776051	47.052787	1.046709	-7.067284	-0.867557
27.440	3.916456	-7.888916	666.279545	-5.847733	47.340519	1.049843	-7.105204	-0.877670
27.450	3.720513	-7.890645	666.760729	-5.909075	47.623877	1.055282	-7.142574	-0.886236
27.460	3.536519	-7.888268	667.109624	-5.963594	47.888912	1.063326	-7.178567	-0.893945
27.470	3.378106	-7.876646	667.244927	-6.016045	48.123353	1.073788	-7.212247	-0.901625
27.480	3.256975	-7.853156	667.144496	-6.071055	48.319908	1.086109	-7.242795	-0.910006
27.490	3.180451	-7.819162	666.850809	-6.132001	48.478338	1.099435	-7.269743	-0.919546
27.500	3.149625	-7.780243	666.456540	-6.200520	48.605422	1.112575	-7.293112	-0.930371
27.510	3.158847	-7.744722	666.074334	-6.276683	48.712629	1.123962	-7.313392	-0.942340
27.520	3.197036	-7.720865	665.800695	-6.359605	48.812251	1.131893	-7.331361	-0.955182
27.530	3.250647	-7.714075	665.686723	-6.448132	48.913436	1.135144	-7.347816	-0.968644
27.540	3.307439	-7.725519	665.726011	-6.541427	49.019657	1.133754	-7.363338	-0.982601
27.550	3.359564	-7.752748	665.862909	-6.639379	49.128532	1.129404	-7.378175	-0.997109
27.560	3.404573	-7.791754	666.016754	-6.742783	49.233869	1.124996	-7.392287	-1.012404
27.570	3.443993	-7.839212	666.112638	-6.853248	49.328940	1.123488	-7.405495	-1.028842
27.580	3.480552	-7.893665	666.107873	-6.972847	49.409537	1.126581	-7.417648	-1.046804
27.590	3.515677	-7.955185	666.005240	-7.103627	49.475652	1.133998	-7.428718	-1.066602
27.600	3.548486	-8.024118	665.849083	-7.247109	49.531338	1.143695	-7.438823	-1.088401
27.610	3.576486	-8.100164	665.706990	-7.403785	49.583147	1.152864	-7.448194	-1.112169
27.620	3.597348	-8.182594	665.644891	-7.572638	49.637965	1.159121	-7.457124	-1.137639
27.630	3.610683	-8.271257	665.704533	-7.750826	49.701033	1.161317	-7.465930	-1.164304
27.640	3.618791	-8.367150	665.890113	-7.933718	49.774667	1.159717	-7.474907	-1.191446
27.650	3.626043	-8.471557	666.167296	-8.115349	49.857860	1.155619	-7.484285	-1.218215
27.660	3.637254	-8.583982	666.474144	-8.289196	49.946670	1.150686	-7.494165	-1.243739
27.670	3.655933	-8.700239	666.739970	-8.449140	50.035253	1.146267	-7.504463	-1.267232
27.680	3.683238	-8.812089	666.905685	-8.590426	50.117401	1.142915	-7.514916	-1.288102
27.690	3.717950	-8.908841	666.939321	-8.710389	50.188351	1.140304	-7.525175	-1.306024
27.700	3.757174	-8.980311	666.842815	-8.808688	50.246369	1.137550	-7.534964	-1.320954
27.710	3.797118	-9.019980	666.649328	-8.886974	50.293480	1.133784	-7.544218	-1.333081
27.720	3.833439	-9.027106	666.412430	-8.948163	50.334913	1.128738	-7.553117	-1.342737
27.730	3.861329	-9.007002	666.189874	-8.995638	50.377390	1.123045	-7.562017	-1.350311
27.740	3.876033	-8.969477	666.026488	-9.032697	50.426906	1.118147	-7.571306	-1.356207
27.750	3.874091	-8.926189	665.942117	-9.062290	50.486944	1.115809	-7.581281	-1.360822
27.760	3.854716	-8.887805	665.929374	-9.086844	50.557748	1.117415	-7.592059	-1.364536
27.770	3.820332	-8.861581	665.961922	-9.108035	50.636833	1.123341	-7.603563	-1.367651
27.780	3.775951	-8.849811	666.009230	-9.126635	50.720354	1.132654	-7.615563	-1.370347
27.790	3.727857	-8.849637	666.051140	-9.142666	50.804743	1.143295	-7.627754	-1.372667
27.800	3.682317	-8.854507	666.086191	-9.155844	50.887974	1.152693	-7.639848	-1.374573
27.810	3.644646	-8.856932	666.130801	-9.166041	50.969951	1.158600	-7.651643	-1.376012
27.820	3.618605	-8.851420	666.210154	-9.173541	51.051874	1.159823	-7.663028	-1.376974
27.830	3.606052	-8.836254	666.344384	-9.179037	51.134903	1.156567	-7.673945	-1.377522
27.840	3.606830	-8.813486	666.535143	-9.183423	51.218753	1.150291	-7.684329	-1.377785
27.850	3.618896	-8.787487	666.757817	-9.187423	51.300904	1.143155	-7.694084	-1.377925
27.860	3.638720	-8.762963	666.963265	-9.191136	51.376859	1.137339	-7.703102	-1.378057
27.870	3.661822	-8.743214	667.090233	-9.193621	51.441498	1.134413	-7.711325	-1.378168
27.880	3.683191	-8.729070	667.086127	-9.192769	51.491150	1.134908	-7.718816	-1.378048
27.890	3.697560	-8.718679	666.929752	-9.185757	51.525643	1.138191	-7.725798	-1.377320
27.900	3.699976	-8.708271	666.646341	-9.170152	51.549347	1.142693	-7.732638	-1.375565
27.910	3.687136	-8.693829	666.306110	-9.145291	51.570513	1.146487	-7.739763	-1.372536
27.920	3.659122	-8.672998	666.003914	-9.113147	51.598868	1.147986	-7.747532	-1.368332
27.930	3.620330	-8.646127	665.826402	-9.078036	51.642250	1.146467	-7.756113	-1.363424
27.940	3.578504	-8.615716	665.819540	-9.045025	51.703610	1.142205	-7.765409	-1.358480
27.950	3.542021	-8.584544	665.970148	-9.017818	51.779595	1.136229	-7.775062	-1.354087
27.960	3.516739	-8.553599	666.209359	-8.997235	51.861244	1.129848	-7.784527	-1.350512
27.970	3.503972	-8.520984	666.436087	-8.981130	51.936523	1.124156	-7.793174	-1.347636
27.980	3.500425	-8.482587	666.550319	-8.965686	51.993825	1.119739	-7.800435	-1.345088
27.990	3.499861	-8.434445	666.483925	-8.947275	52.025451	1.116657	-7.805957	-1.342459
28.000	3.495561	-8.375781	666.220747	-8.923947	52.030106	1.114625	-7.809740	-1.339488
28.010	3.482658	-8.310988	665.803152	-8.896018	52.013688	1.113224	-7.812172	-1.336133
28.020	3.459776	-8.249147	665.324816	-8.865679	51.988033	1.112046	-7.813933	-1.332534
28.030	3.429723	-8.200999	664.910044	-8.835884	51.967877	1.110780	-7.815776	-1.328884
28.040	3.398985	-8.174752	664.681856	-8.808964	51.966792	1.109272	-7.818296	-1.325290
28.050	3.375874	-8.172742	664.725536	-8.785535	51.993197	1.107577	-7.821754	-1.321679
28.060	3.367685	-8.190441	665.058139	-8.764218	52.047575	1.105977	-7.826019	-1.317812
28.070	3.378002	-8.218070	665.615091	-8.742267	52.121843	1.104938	-7.830628	-1.313412
28.080	3.405482	-8.243838	666.261505	-8.716719	52.201273	1.104986	-7.834953	-1.308303
28.090	3.444836	-8.257191	666.828420	-8.685398	52.268577	1.106509	-7.838385	-1.302494
28.100	3.489540	-8.250828	667.164130	-8.647357	52.308930	1.109580	-7.840489	-1.296136
28.110	3.534914	-8.221271	667.182653	-8.602770	52.314266	1.113853	-7.841071	-1.289418
28.120	3.580059	-8.168708	666.890599	-8.552542	52.285423	1.118582	-7.840180	-1.282451
28.130	3.627700	-8.096894	666.382221	-8.497906	52.231563	1.122747	-7.838079	-1.275230
28.140	3.682022	-8.013090	665.806091	-8.440201	52.167255	1.125250	-7.835202	-1.267667
28.150	3.745565	-7.927312	665.317713	-8.380922	52.108356	1.125123	-7.832101	-1.259687
28.160	3.816785	-7.850262	665.035222	-8.321901	52.067955	1.121692	-7.829353	-1.251347
28.170	3.889640	-7.790302	665.011043	-8.265273	52.053456	1.114689	-7.827457	-1.242878
28.180	3.955538	-7.750744	665.225058	-8.213005	52.065400	1.104295	-7.826735	-1.234621
28.190	4.006639	-7.728938	665.597839	-8.166212	52.098059	1.091170	-7.827258	-1.226899
28.200	4.038723	-7.717730	666.017838	-8.124740	52.141392	1.076423	-7.828828	-1.219898
28.210	4.052296	-7.708508	666.374411	-8.087354	52.183746	1.061492	-7.830995	-1.213635
28.220	4.051836	-7.694227	666.588248	-8.052412	52.214602	1.047907	-7.833112	-1.208004
28.230	4.044054	-7.671132	666.631297	-8.018536	52.226793	1.036998	-7.834435	-1.202844
28.240	4.036162	-7.638984	666.530153	-7.984849	52.217747	1.029630	-7.834266	-1.197973
28.250	4.034596	-7.600355	666.351565	-7.950743	52.189575	1.026066	-7.832138	-1.193175
28.260	4.044125	-7.559589	666.175502	-7.915523	52.148069	1.025970	-7.827978	-1.188204
28.270	4.066993	-7.521538	666.066625	-7.878258	52.100926	1.028523	-7.822179	-1.182803
28.280	4.102112	-7.490133	666.055350	-7.837959	52.055728	1.032592	-7.815526	-1.176773
28.290	4.144827	-7.467135	666.134299	-7.793969	52.018223	1.036909	-7.808969	-1.170030
28.300	4.187869	-7.451731	666.268579	-7.746296	51.991300	1.040274	-7.803355	-1.162639
28.310	4.223446	-7.441226	666.413422	-7.695602	51.974825	1.041758	-7.799186	-1.154779
28.320	4.245581	-7.432426	666.532038	-7.642779	51.966243	1.040926	-7.796511	-1.146648
28.330	4.251599	-7.422962	666.607663	-7.588389	51.961658	1.037987	-7.794939	-1.138359
28.340	4.242218	-7.411989	666.645530	-7.532369	51.957004	1.033817	-7.793798	-1.129891
28.350	4.220541	-7.400212	666.664207	-7.474266	51.949028	1.029780	-7.792383	-1.121144
28.360	4.190721	-7.389463	666.681194	-7.413867	51.935937	1.027341	-7.790221	-1.112056
28.370	4.156944	-7.382059	666.700898	-7.351826	51.917640	1.027552	-7.787246	-1.102717
28.380	4.122877	-7.380039	666.711124	-7.289941	51.895463	1.030596	-7.783800	-1.093418
28.390	4.091415	-7.384419	666.688897	-7.230975	51.871368	1.035599	-7.780446	-1.084610
28.400	4.064624	-7.394761	666.611824	-7.178093	51.846930	1.040845	-7.777679	-1.076803
28.410	4.043923	-7.409414	666.469988	-7.134101	51.822552	1.044398	-7.775677	-1.070431
28.420	4.030380	-7.426280	666.274646	-7.100654	51.797331	1.044896	-7.774171	-1.065725
28.430	4.024746	-7.443529	666.061162	-7.077688	51.769646	1.042158	-7.772506	-1.062618
28.440	4.027012	-7.459810	665.883408	-7.063331	51.738075	1.037308	-7.769840	-1.060746
28.450	4.035882	-7.474143	665.798100	-7.054404	51.702087	1.032373	-7.765430	-1.059541
28.460	4.048760	-7.486097	665.842546	-7.047369	51.662139	1.029528	-7.758912	-1.058414
28.470	4.062504	-7.496508	666.015265	-7.039251	51.619227	1.030323	-7.750457	-1.056920
28.480	4.074433	-7.508096	666.270032	-7.028130	51.574243	1.035164	-7.740742	-1.054847
28.490	4.082943	-7.524881	666.528113	-7.013123	51.527564	1.043229	-7.730741	-1.052187
28.500	4.087551	-7.550002	666.704553	-6.994109	51.479096	1.052825	-7.721426	-1.049057
28.510	4.088646	-7.583012	666.738203	-6.971499	51.428789	1.062064	-7.713491	-1.045613
28.520	4.087280	-7.618636	666.614370	-6.946141	51.377356	1.069542	-7.707208	-1.042003
28.530	4.085031	-7.648272	666.372170	-6.919215	51.326774	1.074713	-7.702419	-1.038341
28.540	4.083894	-7.663724	666.093193	-6.892022	51.280137	1.077782	-7.698643	-1.034693
28.550	4.086112	-7.661017	665.873480	-6.865694	51.240667	1.079278	-7.695256	-1.031081
28.560	4.093896	-7.642068	665.787309	-6.841022	51.210247	1.079610	-7.691683	-1.027509
28.570	4.108933	-7.613440	665.856727	-6.818436	51.188272	1.078883	-7.687580	-1.024009
28.580	4.131600	-7.583226	666.040593	-6.797961	51.171480	1.077002	-7.682937	-1.020653
28.590	4.160108	-7.557987	666.249179	-6.778993	51.154984	1.073891	-7.678056	-1.017486
28.600	4.190011	-7.541189	666.379097	-6.759991	51.134066	1.069666	-7.673420	-1.014436
28.610	4.214565	-7.533314	666.354881	-6.738499	51.106032	1.064696	-7.669492	-1.011248
28.620	4.226185	-7.532922	666.161268	-6.711745	51.071489	1.059604	-7.666535	-1.007525
28.630	4.218670	-7.537823	665.853307	-6.677700	51.034700	1.055210	-7.664556	-1.002879
28.640	4.189467	-7.545885	665.539029	-6.636071	51.002855	1.052415	-7.663391	-0.997097
28.650	4.141104	-7.555280	665.340484	-6.588663	50.984228	1.052012	-7.662878	-0.990269
28.660	4.081252	-7.564172	665.348946	-6.538946	50.985438	1.054403	-7.662962	-0.982784
28.670	4.021227	-7.570255	665.592597	-6.491032	51.008562	1.059342	-7.663631	-0.975226
28.680	3.973115	-7.570885	666.028326	-6.448445	51.049281	1.065864	-7.664731	-0.968194
28.690	3.946269	-7.564123	666.557891	-6.413038	51.097079	1.072501	-7.665813	-0.962113
28.700	3.944445	-7.550199	667.059624	-6.384360	51.137768	1.077718	-7.666146	-0.957090
28.710	3.964869	-7.532347	667.423668	-6.359782	51.157537	1.080390	-7.664927	-0.952885
28.720	3.999599	-7.516093	667.580489	-6.335449	51.147065	1.080132	-7.661558	-0.949017
28.730	4.038443	-7.506830	667.515744	-6.307755	51.104186	1.077408	-7.655877	-0.944960
28.740	4.072150	-7.506741	667.268548	-6.274748	51.034239	1.073386	-7.648231	-0.940363
